locus_tag,organism,genus,gene_name,product,gene_category,freq,best_rank,annotation_state,annotation_quality,ortholog_group_size,ortholog_genera,protein_id,has_seq
A9601_13051,Prochlorococcus AS9601,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,8.0,informative_multi,3,14.0,Prochlorococcus,WP_002805301.1,True
A9601_15841,Prochlorococcus AS9601,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,9.0,Prochlorococcus,WP_011818998.1,True
ACZ81_02510,Alteromonas macleodii HOT1A3,Alteromonas,,YnfA family protein,Unknown,1,8.0,informative_multi,3,4.0,Alteromonas,WP_157160426.1,True
ACZ81_03285,Alteromonas macleodii HOT1A3,Alteromonas,rpsU,30S ribosomal protein S21,Translation,1,8.0,informative_multi,3,10.0,Alteromonas,WP_012517258.1,True
ACZ81_03785,Alteromonas macleodii HOT1A3,Alteromonas,mlaD,outer membrane lipid asymmetry maintenance protein MlaD,Secondary metabolites,1,8.0,informative_multi,3,10.0,Alteromonas,WP_014948351.1,True
ACZ81_08990,Alteromonas macleodii HOT1A3,Alteromonas,,IS4 family transposase,Replication and repair,1,8.0,informative_multi,3,22.0,Alteromonas,WP_061485165.1,True
ACZ81_09240,Alteromonas macleodii HOT1A3,Alteromonas,sppA,signal peptide peptidase SppA,Post-translational modification,1,8.0,informative_multi,3,10.0,Alteromonas,WP_061485796.1,True
ACZ81_11250,Alteromonas macleodii HOT1A3,Alteromonas,msrQ,protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,Energy production,1,8.0,informative_multi,3,10.0,Alteromonas,WP_014949755.1,True
ACZ81_16155,Alteromonas macleodii HOT1A3,Alteromonas,,sulfite exporter TauE/SafE family protein,Unknown,1,8.0,informative_multi,3,11.0,Alteromonas,WP_061486544.1,True
BL107_05724,Synechococcus sp. BL107,Synechococcus,galM,aldose 1-epimerase family protein,Stress response and adaptation,1,8.0,informative_multi,3,22.0,"Prochlorococcus, Synechococcus",WP_009788372.1,True
DEH24_04200,Alteromonas (MarRef v6),Alteromonas,pgi,glucose-6-phosphate isomerase,Carbohydrate metabolism,1,8.0,informative_multi,3,10.0,Alteromonas,HBY38595.1,True
EZ55_00157,Alteromonas macleodii EZ55,Alteromonas,,MauE/DoxX family redox-associated membrane protein,Post-translational modification,1,8.0,informative_multi,3,18.0,Alteromonas,WP_156085733.1,True
EZ55_00366,Alteromonas macleodii EZ55,Alteromonas,rplP,50S ribosomal protein L16,Translation,1,8.0,informative_multi,3,9.0,Alteromonas,WP_014947979.1,True
EZ55_00797,Alteromonas macleodii EZ55,Alteromonas,,spondin domain-containing protein,Unknown,1,8.0,informative_single,2,7.0,Alteromonas,WP_156085967.1,True
EZ55_01198,Alteromonas macleodii EZ55,Alteromonas,,fatty acid desaturase family protein,Lipid metabolism,1,8.0,informative_multi,3,9.0,Alteromonas,WP_156086098.1,True
EZ55_01449,Alteromonas macleodii EZ55,Alteromonas,trpD,anthranilate phosphoribosyltransferase,Amino acid metabolism,1,8.0,informative_multi,3,10.0,Alteromonas,WP_014978833.1,True
EZ55_01509,Alteromonas macleodii EZ55,Alteromonas,,IS110 family RNA-guided transposase,Replication and repair,1,8.0,informative_multi,3,65.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_061485171.1,True
EZ55_02298,Alteromonas macleodii EZ55,Alteromonas,dat,D-amino acid aminotransferase,Amino acid metabolism,1,8.0,informative_multi,3,10.0,Alteromonas,WP_156086502.1,True
H6G84_01695,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS01695,hypothetical protein,Unknown,1,8.0,no_evidence,0,,,WP_039755581.1,True
H6G84_04100,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS04100,ABC1 kinase family protein,Unknown,1,8.0,informative_multi,3,7.0,Synechococcus,WP_011378187.1,True
H6G84_05440,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS05440,YbaB/EbfC family nucleoid-associated protein,Unknown,1,8.0,informative_multi,3,7.0,Synechococcus,WP_011243366.1,True
H6G84_12875,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS12875,ABC1 kinase family protein,Unknown,1,8.0,informative_multi,3,7.0,Synechococcus,WP_011243134.1,True
HP15_2051,Marinobacter (MarRef v6),Marinobacter,guaB,IMP dehydrogenase,Nucleotide metabolism,1,8.0,informative_multi,3,74.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008169151.1,True
HP15_2176,Marinobacter (MarRef v6),Marinobacter,pykA,pyruvate kinase,Carbohydrate metabolism,1,8.0,informative_multi,3,42.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014577515.1,True
HP15_223,Marinobacter (MarRef v6),Marinobacter,mip,FKBP-type peptidyl-prolyl cis-trans isomerase,Cell wall and membrane,1,8.0,informative_multi,3,58.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Shewanella, Synechococcus, Thermosynechococcus",WP_008169914.1,True
HP15_2248,Marinobacter (MarRef v6),Marinobacter,nqrF,NADH:ubiquinone reductase (Na(+)-transporting) subunit F,Energy production,1,8.0,informative_multi,3,18.0,"Alteromonas, Marinobacter, Ruegeria, Shewanella",WP_014577567.1,True
HP15_2463,Marinobacter (MarRef v6),Marinobacter,cysN,sulfate adenylyltransferase subunit CysN,Coenzyme metabolism,1,8.0,informative_multi,3,13.0,"Alteromonas, Marinobacter, Pseudomonas, Shewanella",WP_014577759.1,True
HP15_3046,Marinobacter (MarRef v6),Marinobacter,aceE,"pyruvate dehydrogenase (acetyl-transferring), homodimeric type",Energy production,1,8.0,informative_multi,3,14.0,"Alteromonas, Marinobacter, Meiothermus, Pseudomonas, Ruegeria, Shewanella",WP_014578275.1,True
HP15_3195,Marinobacter (MarRef v6),Marinobacter,hisE,phosphoribosyl-ATP diphosphatase,Amino acid metabolism,1,8.0,informative_multi,3,40.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578404.1,True
HP15_628,Marinobacter (MarRef v6),Marinobacter,rplI,50S ribosomal protein L9,Translation,1,8.0,informative_multi,3,40.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008176379.1,True
M744_10440,Synechococcus elongatus UTEX 2973,Synechococcus,nirA,ferredoxin--nitrite reductase,Energy production,1,8.0,informative_multi,3,7.0,Synechococcus,WP_011242624.1,True
M744_10885,Synechococcus elongatus UTEX 2973,Synechococcus,,GTPase family protein,Unknown,1,8.0,informative_multi,3,2.0,Synechococcus,WP_011242709.1,True
M744_11295,Synechococcus elongatus UTEX 2973,Synechococcus,,YbjN domain-containing protein,Unknown,1,8.0,informative_single,2,2.0,Synechococcus,WP_011242785.1,True
M8001_05295,Pseudomonas putida KT2440,Pseudomonas,edd,phosphogluconate dehydratase,Amino acid metabolism,1,8.0,informative_multi,3,15.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_003255057.1,True
M8001_10915,Pseudomonas putida KT2440,Pseudomonas,oprF,OmpA family protein,Cell wall and membrane,1,8.0,informative_multi,3,1.0,Pseudomonas,WP_010953090.1,True
M8001_14040,Pseudomonas putida KT2440,Pseudomonas,aldB-II,acetaldehyde dehydrogenase ExaC,Energy production,1,8.0,informative_multi,3,87.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_010953599.1,True
M8001_14320,Pseudomonas putida KT2440,Pseudomonas,,DUF1365 domain-containing protein,Unknown,1,8.0,informative_single,2,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_010953649.1,True
MIT1002_01817,Alteromonas macleodii MIT1002,Alteromonas,,hypothetical protein,Unknown,1,8.0,no_evidence,0,,,WP_155279892.1,True
NATL1_12121,Prochlorococcus NATL1A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,no_evidence,0,3.0,Prochlorococcus,WP_011823851.1,True
NATL1_14411,Prochlorococcus NATL1A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,9.0,"Prochlorococcus, Synechococcus",WP_011824027.1,True
P9301_07601,Prochlorococcus MIT9301,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,9.0,Prochlorococcus,WP_011862745.1,True
P9301_13191,Prochlorococcus MIT9301,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,8.0,informative_multi,3,14.0,Prochlorococcus,WP_011863258.1,True
PMM0092,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_042115974.1,True
PMM0461,Prochlorococcus MED4,Prochlorococcus,petA,apocytochrome f,Photosynthesis,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132097.1,True
PMM0481,Prochlorococcus MED4,Prochlorococcus,yajQ,cyclic-di-GMP-binding protein,Signal transduction,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132116.1,True
PMM0537,Prochlorococcus MED4,Prochlorococcus,trpF,N-(5^phosphoribosyl)anthranilate isomerase,Amino acid metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132172.1,True
PMM0582,Prochlorococcus MED4,Prochlorococcus,,short chain dehydrogenase family protein,Carbohydrate metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132216.1,True
PMM0719,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein (DUF3764),Unknown,1,8.0,informative_single,2,22.0,"Prochlorococcus, Synechococcus",WP_011132353.1,True
PMM0723,Prochlorococcus MED4,Prochlorococcus,pstC,ABC-type phosphate transport system permease component,Stress response and adaptation,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132357.1,True
PMM0936,Prochlorococcus MED4,Prochlorococcus,umuD,"DNA polymerase V, subunit D",Replication and repair,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132569.1,True
PMM1284,Prochlorococcus MED4,Prochlorococcus,phoH,phosphate starvation-inducible protein,Stress response and adaptation,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132918.1,True
PMM1438,Prochlorococcus MED4,Prochlorococcus,atpB,ATP synthase beta chain,Photosynthesis,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133067.1,True
PMM1463,Prochlorococcus MED4,Prochlorococcus,glnB,nitrogen regulatory protein P-II,Stress response and adaptation,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133091.1,True
PMM1633,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011133260.1,True
PMM1881,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,1,8.0,no_evidence,0,13.0,Prochlorococcus,WP_011820175.1,True
PMM1966,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_036930560.1,True
PMN2A_0411,Prochlorococcus NATL2A,Prochlorococcus,cyabrB2,AbrB-like transcriptional regulator involved in photosynthesis regulation,Photosynthesis,1,8.0,informative_multi,3,25.0,"Prochlorococcus, Synechococcus",WP_011293945.1,True
PMN2A_0442,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS05230,conserved hypothetical protein,Unknown,1,8.0,no_evidence,0,3.0,Prochlorococcus,WP_011294541.1,True
PMN2A_0550,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS05835,uncharacterized conserved membrane protein,Unknown,1,8.0,catch_all_only,1,14.0,Prochlorococcus,WP_011294647.1,True
PMN2A_0551,Prochlorococcus NATL2A,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,8.0,informative_multi,3,33.0,Prochlorococcus,WP_011294605.1,True
PMN2A_0641,Prochlorococcus NATL2A,Prochlorococcus,plsC2,1-acyl-sn-glycerol-3-phosphate acyltransferase,Lipid metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011294730.1,True
PMN2A_0728,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS06805,FAD binding domain of DNA photolyase,Stress response and adaptation,1,8.0,informative_multi,3,13.0,Prochlorococcus,WP_011294817.1,True
PMN2A_1612,Prochlorococcus NATL2A,Prochlorococcus,ntcA,global nitrogen regulatory protein,Stress response and adaptation,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011294245.1,True
PMN2A_1715,Prochlorococcus NATL2A,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,8.0,informative_multi,3,12.0,Prochlorococcus,WP_011294349.1,True
PMT0279,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,3.0,Prochlorococcus,,False
PMT0287,Prochlorococcus MIT9313,Prochlorococcus,idiA2,iron deficiency-induced protein A,Stress response and adaptation,1,8.0,informative_multi,3,18.0,"Prochlorococcus, Synechococcus",WP_011129666.1,True
PMT0631,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,no_evidence,0,2.0,Prochlorococcus,,False
PMT0818,Prochlorococcus MIT9313,Prochlorococcus,,S4 domain-containing protein,Unknown,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_041384988.1,True
PMT0916,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,no_evidence,0,2.0,Prochlorococcus,,False
PMT1024,Prochlorococcus MIT9313,Prochlorococcus,,ion transport family protein,Transport,1,8.0,informative_multi,3,11.0,"Prochlorococcus, Synechococcus",WP_041384440.1,True
PMT1152,Prochlorococcus MIT9313,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,8.0,informative_multi,3,2.0,Prochlorococcus,,False
PMT2081,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011131445.1,True
PMT2189,Prochlorococcus MIT9313,Prochlorococcus,evrB,"ATP-binding cassette-type viologen exporter, permease component",Stress response and adaptation,1,8.0,informative_multi,3,19.0,"Prochlorococcus, Synechococcus",WP_011131553.1,True
PMT9312_0247,Prochlorococcus MIT9312,Prochlorococcus,cobO2,cob(I)alamin adenosyltransferase,Coenzyme metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011375812.1,True
PMT9312_0894,Prochlorococcus MIT9312,Prochlorococcus,psaK,photosystem I reaction center subunit X,Photosynthesis,1,8.0,informative_multi,3,21.0,"Prochlorococcus, Synechococcus",WP_011376448.1,True
PMT9312_1169,Prochlorococcus MIT9312,Prochlorococcus,,NADPH-dependent reductase,Carbohydrate metabolism,1,8.0,informative_multi,3,6.0,Prochlorococcus,WP_011376718.1,True
PMT_2702,Prochlorococcus MIT9313,Prochlorococcus,,Hypothetical protein,Unknown,1,8.0,no_evidence,0,1.0,Prochlorococcus,,False
Pro0262,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,pyrB,aspartate carbamoyltransferase,Nucleotide metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124417.1,True
Pro0335,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,uvrD,DNA-dependent ATPase I and helicase II,Replication and repair,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124490.1,True
Pro0740,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,msrA1,peptide methionine sulfoxide reductase,Stress response and adaptation,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011124892.1,True
Pro1167,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,pcb,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated",Stress response and adaptation,1,8.0,informative_multi,3,41.0,Prochlorococcus,WP_011125319.1,True
Pro1721,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Prochlorococcus,,putative fructosamine 3-kinase,Carbohydrate metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011125870.1,True
SPO0047,Ruegeria pomeroyi DSS-3,Ruegeria,thiG,thiazole synthase,Coenzyme metabolism,1,8.0,informative_multi,3,13.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_011045820.1,True
SPO0483,Ruegeria pomeroyi DSS-3,Ruegeria,,phage tail protein,Unknown,1,8.0,informative_multi,3,2.0,"Ruegeria, Shewanella",WP_011046243.1,True
SPO2443,Ruegeria pomeroyi DSS-3,Ruegeria,opuAA,quaternary amine ABC transporter ATP-binding protein,Amino acid metabolism,1,8.0,informative_multi,3,5.0,"Pseudomonas, Ruegeria",WP_011048152.1,True
SYNPCC7002_A1377,Synechococcus PCC 7002,Picosynechococcus,,NAD(P)/FAD-dependent oxidoreductase,Unknown,1,8.0,informative_multi,3,3.0,Synechococcus,WP_012306996.1,True
SYNPCC7002_E0012,Synechococcus PCC 7002,Picosynechococcus,,DNA cytosine methyltransferase,Replication and repair,1,8.0,informative_multi,3,1.0,Synechococcus,WP_012308518.1,True
SYNW0156,Synechococcus WH8102,Parasynechococcus,glgP,glycogen phosphorylase,Stress response and adaptation,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011127032.1,True
SYNW0318,Synechococcus WH8102,Parasynechococcus,ftrC,"ferredoxin-thioredoxin reductase, catalytic subunit",Carbohydrate metabolism,1,8.0,informative_multi,3,4.0,Synechococcus,WP_011127192.1,True
SYNW0765,Synechococcus WH8102,Parasynechococcus,,glutaredoxin family protein,Energy production,1,8.0,informative_multi,3,19.0,"Prochlorococcus, Synechococcus",WP_011127630.1,True
SYNW1416,Synechococcus WH8102,Parasynechococcus,,"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component",Transport,1,8.0,informative_multi,3,1.0,Synechococcus,WP_011128280.1,True
SYNW2244,Synechococcus WH8102,Parasynechococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,1.0,Synechococcus,WP_011129097.1,True
SYNW2267,Synechococcus WH8102,Parasynechococcus,metF,"5,10-methylenetetrahydrofolate reductase",Central intermediary metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011129120.1,True
SYNW2375,Synechococcus WH8102,Parasynechococcus,gcvH,glycine cleavage system H protein,Amino acid metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011129228.1,True
SYNW2434,Synechococcus WH8102,Parasynechococcus,gpgP,glucosyl-3-phosphoglycerate phosphatase,Stress response and adaptation,1,8.0,informative_multi,3,18.0,"Prochlorococcus, Synechococcus",WP_011129287.1,True
SYNW2515,Synechococcus WH8102,Parasynechococcus,,conserved hypothetical protein,Unknown,1,8.0,informative_single,2,19.0,"Prochlorococcus, Synechococcus",WP_011129368.1,True
Sputw3181_2857,Shewanella sp. W3-18-1,Shewanella,malQ,4-alpha-glucanotransferase,Carbohydrate metabolism,1,8.0,informative_multi,3,12.0,"Alteromonas, Pseudomonas, Shewanella",WP_011790129.1,True
Sputw3181_2865,Shewanella sp. W3-18-1,Shewanella,aceA,isocitrate lyase,Energy production,1,8.0,informative_multi,3,14.0,"Alteromonas, Pseudomonas, Shewanella",WP_011790137.1,True
SynWH7803_0296,Synechococcus WH7803,Synechococcus,lytB,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Coenzyme metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932224.1,True
SynWH7803_0415,Synechococcus WH7803,Synechococcus,adk,adenylate kinase,Nucleotide metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011932334.1,True
SynWH7803_0750,Synechococcus WH7803,Synechococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",WP_011932659.1,True
SynWH7803_1071,Synechococcus WH7803,Synechococcus,,conserved hypothetical protein,Unknown,1,8.0,catch_all_only,1,4.0,Synechococcus,WP_011932979.1,True
SynWH7803_1407,Synechococcus WH7803,Synechococcus,metY,O-acetylhomoserine aminocarboxypropyltransferase,Amino acid metabolism,1,8.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011933311.1,True
